""	"Species"	"Logger.MiniDOT"	"Family"	"N"	"Proportion"	"sd"	"se"	"ci"
"210"	"Agaricia lamarcki"	"8"	"Arcobacteraceae"	3	0.00692310994446297	0.00476715545354724	0.00275231848437429	0.011842270639933
"211"	"Agaricia lamarcki"	"8"	"Marinifilaceae"	3	0.000258047867879492	0.0004469520179521	0.000258047867879492	0.00111029036313772
"212"	"Agaricia lamarcki"	"8"	"Clostridiaceae_1"	3	0	0	0	0
"213"	"Agaricia lamarcki"	"8"	"Izimaplasmatales"	3	0	0	0	0
"214"	"Agaricia lamarcki"	"8"	"Marinilabiliaceae"	3	9.67679504548094e-05	0.000167607006732038	9.67679504548094e-05	0.000416358886176646
"215"	"Agaricia lamarcki"	"8"	"Prolixibacteraceae"	3	0.00116124614305386	0.000589045165398824	0.000340085384807859	0.00146326930929143
"216"	"Agaricia lamarcki"	"8"	"Mollicutes_RF39"	3	0	0	0	0
"217"	"Agaricia lamarcki"	"8"	"Bacteroidales"	3	0.000465029821991299	0.000319001234465473	0.000184175448590464	0.000792442996630591
"218"	"Agaricia lamarcki"	"8"	"Desulfovibrionaceae"	3	0.00216230597658022	0.000871592300007201	0.000503214049032763	0.0021651553017191
"219"	"Agaricia lamarcki"	"8"	"MSBL8"	3	0	0	0	0
"220"	"Agaricia lamarcki"	"8"	"Francisellaceae"	3	0.00261631501382204	0.00172380245318069	0.000995237810373606	0.00428216268155387
"221"	"Agaricia lamarcki"	"8"	"Family_XIII"	3	0	0	0	0
"222"	"Agaricia lamarcki"	"8"	"Spirochaetaceae"	3	0.0012745870319361	0.000691204070233218	0.000399066856014113	0.00171704609738166
"223"	"Agaricia lamarcki"	"8"	"Clostridiaceae"	3	7.04998438932028e-05	0.000122109311548702	7.04998438932028e-05	0.000303336345774
"224"	"Agaricia lamarcki"	"8"	"Clostridiales"	3	0.000182646489317278	0.000262473543817474	0.000151539171178174	0.00065202042853374
"225"	"Agaricia lamarcki"	"8"	"Desulfobacteraceae"	3	0.0132276776363782	0.0128117157360255	0.00739684752897531	0.0318260662120862
"226"	"Agaricia lamarcki"	"8"	"Clostridiaceae_4"	3	0	0	0	0
"227"	"Agaricia lamarcki"	"8"	"Lachnospiraceae"	3	0.000292070781843269	0.000505881433558907	0.000292070781843269	0.001256679146778
"228"	"Agaricia lamarcki"	"8"	"Firmicutes"	3	0	0	0	0
"229"	"Agaricia lamarcki"	"8"	"Midichloriaceae"	3	0.01744695556499	0.0105576376267898	0.00609545492583363	0.0262266257757029
"230"	"Agaricia lamarcki"	"8"	"Peptostreptococcaceae"	3	0.000130928281515948	0.000226774435733303	0.000130928281515948	0.000563338927866
"231"	"Agaricia lamarcki"	"8"	"Bacteroidetes_BD2-2"	3	0.00134904797268686	0.000601780463968205	0.000347438112865101	0.00149490554473803
"232"	"Agaricia lamarcki"	"8"	"Fusobacteriaceae"	3	0.000998959490387831	0.000763018676905705	0.000440529038508221	0.0018954434700713
"233"	"Agaricia lamarcki"	"8"	"Izimaplasmataceae"	3	0	0	0	0
"234"	"Agaricia lamarcki"	"8"	"Desulfobulbaceae"	3	0.00532286371826255	0.00502263378481116	0.00289981896770163	0.0124769139971607
"235"	"Agaricia lamarcki"	"8"	"OPB56"	3	0.000260300612723164	0.000232792351852694	0.000134402727007439	0.000578288260244328
"236"	"Agaricia lamarcki"	"8"	"Defluviitaleaceae"	3	0	0	0	0
"237"	"Agaricia lamarcki"	"8"	"Melioribacteraceae"	3	0.000118271939444767	0.000204853008228046	0.000118271939444767	0.00050888308310479
"238"	"Agaricia lamarcki"	"8"	"P.palmC41"	3	8.60159559598306e-05	0.000148984005984033	8.60159559598306e-05	0.000370096787712574
"239"	"Agaricia lamarcki"	"8"	"Vibrionaceae"	3	0.0412868022931084	0.00879655210623964	0.00507869172647803	0.0218518468204867
"240"	"Agaricia lamarcki"	"8"	"Colwelliaceae"	3	0.0389012110776724	0.0273557699169147	0.0157938611254201	0.0679554996845729
"241"	"Agaricia lamarcki"	"9"	"Family_XII"	4	0.00446496591758154	0.00517383090921175	0.00258691545460587	0.00823271953059179
"242"	"Agaricia lamarcki"	"9"	"JTB215"	4	0	0	0	0
"243"	"Agaricia lamarcki"	"9"	"Marinobacteraceae"	4	0.00633095276618567	0.00489113250250382	0.00244556625125191	0.00778288328062316
"244"	"Agaricia lamarcki"	"9"	"Pseudomonadaceae"	4	0.012345631253065	0.00828764605117286	0.00414382302558643	0.0131874942775271
"245"	"Agaricia lamarcki"	"9"	"Halomonadaceae"	4	0.000897659493763444	0.000250328293990245	0.000125164146995122	0.000398328177158614
"246"	"Agaricia lamarcki"	"9"	"Acholeplasmataceae"	4	0	0	0	0
"247"	"Agaricia lamarcki"	"9"	"Shewanellaceae"	4	0.00604775530117953	0.00273662286913737	0.00136831143456868	0.00435457766942056
"248"	"Agaricia lamarcki"	"9"	"Nitrincolaceae"	4	0.0276533450121744	0.0145831561109846	0.00729157805549228	0.0232050556423892
"249"	"Agaricia lamarcki"	"9"	"Rhodospirillales"	4	0.00295907517444039	0.00216065122361966	0.00108032561180983	0.00343807825180755
"250"	"Agaricia lamarcki"	"9"	"Arcobacteraceae"	4	0.00894254403695138	0.00526431878149116	0.00263215939074558	0.00837670592799609
"251"	"Agaricia lamarcki"	"9"	"Marinifilaceae"	4	0.00595242251241842	0.0115242840664687	0.00576214203323436	0.0183377076241866
"252"	"Agaricia lamarcki"	"9"	"Clostridiaceae_1"	4	0.000545766411975674	0.00109153282395135	0.000545766411975674	0.00173687230133993
"253"	"Agaricia lamarcki"	"9"	"Izimaplasmatales"	4	0.000285751913442195	0.000489031320196065	0.000244515660098033	0.000778157959062991
"254"	"Agaricia lamarcki"	"9"	"Marinilabiliaceae"	4	0.00288387196115023	0.00556411349230585	0.00278205674615292	0.00885374621288398
"255"	"Agaricia lamarcki"	"9"	"Prolixibacteraceae"	4	0.00362314239159201	0.00612633157989067	0.00306316578994533	0.00974836065068298
"256"	"Agaricia lamarcki"	"9"	"Mollicutes_RF39"	4	0	0	0	0
"257"	"Agaricia lamarcki"	"9"	"Bacteroidales"	4	0.00595762097906474	0.0112078226729181	0.00560391133645905	0.0178341469278516
"258"	"Agaricia lamarcki"	"9"	"Desulfovibrionaceae"	4	0.0173774312363876	0.0217356513986866	0.0108678256993433	0.0345862717433425
"259"	"Agaricia lamarcki"	"9"	"MSBL8"	4	0	0	0	0
"260"	"Agaricia lamarcki"	"9"	"Francisellaceae"	4	0.000971836626174479	0.000738953221948356	0.000369476610974178	0.00117583947548352
"261"	"Agaricia lamarcki"	"9"	"Family_XIII"	4	0	0	0	0
"262"	"Agaricia lamarcki"	"9"	"Spirochaetaceae"	4	0.00137480275487079	0.000607488438969514	0.000303744219484757	0.000966649669050549
"263"	"Agaricia lamarcki"	"9"	"Clostridiaceae"	4	0.00146187431779198	0.00292374863558397	0.00146187431779198	0.00465233652144624
"264"	"Agaricia lamarcki"	"9"	"Clostridiales"	4	0.000194916575705598	0.000389833151411196	0.000194916575705598	0.000620311536192832
"265"	"Agaricia lamarcki"	"9"	"Desulfobacteraceae"	4	0.0116084123341247	0.00222717883887657	0.00111358941943828	0.00354393853349439
"266"	"Agaricia lamarcki"	"9"	"Clostridiaceae_4"	4	0.00759185870337341	0.0140137485652661	0.00700687428263307	0.0222990011723531
"267"	"Agaricia lamarcki"	"9"	"Lachnospiraceae"	4	0.00261508223733973	0.00506703230535599	0.002533516152678	0.00806277911946669
"268"	"Agaricia lamarcki"	"9"	"Firmicutes"	4	1.61801825124587e-05	3.23603650249175e-05	1.61801825124587e-05	5.14925620555904e-05
"269"	"Agaricia lamarcki"	"9"	"Midichloriaceae"	4	0.00555443198537415	0.00409423868521022	0.00204711934260511	0.00651484738834845
"270"	"Agaricia lamarcki"	"9"	"Peptostreptococcaceae"	4	0.00116434364525741	0.00213893592286712	0.00106946796143356	0.00340352436248353
"271"	"Agaricia lamarcki"	"9"	"Bacteroidetes_BD2-2"	4	0.00158469282777545	0.002754860718984	0.001377430359492	0.00438359815835092
"272"	"Agaricia lamarcki"	"9"	"Fusobacteriaceae"	4	0.00763419893154684	0.01373112351723	0.00686556175861498	0.0218492816524014
"273"	"Agaricia lamarcki"	"9"	"Izimaplasmataceae"	4	0	0	0	0
"274"	"Agaricia lamarcki"	"9"	"Desulfobulbaceae"	4	0.00935722049306192	0.00639890702780469	0.00319945351390234	0.0101820890142455
"275"	"Agaricia lamarcki"	"9"	"OPB56"	4	0.000330005042899728	0.000191831686958747	9.59158434793737e-05	0.000305247021699103
"276"	"Agaricia lamarcki"	"9"	"Defluviitaleaceae"	4	0	0	0	0
"277"	"Agaricia lamarcki"	"9"	"Melioribacteraceae"	4	7.70732709896208e-05	0.000154146541979242	7.70732709896208e-05	0.000245281546497049
"278"	"Agaricia lamarcki"	"9"	"P.palmC41"	4	0.000129572150765141	0.000183770617874576	9.18853089372878e-05	0.000292420061937324
"279"	"Agaricia lamarcki"	"9"	"Vibrionaceae"	4	0.0337994281223001	0.0114999564394952	0.00574997821974761	0.0182989969408976
"280"	"Agaricia lamarcki"	"9"	"Colwelliaceae"	4	0.0289734072635048	0.0287961069768649	0.0143980534884324	0.045821032127539
"281"	"Siderastrea siderea"	"1"	"Family_XII"	4	0.00631502193367904	0.0028303429524043	0.00141517147620215	0.00450370723578242
"282"	"Siderastrea siderea"	"1"	"JTB215"	4	0	0	0	0
"283"	"Siderastrea siderea"	"1"	"Marinobacteraceae"	4	0.00610107568356389	0.00301903799940708	0.00150951899970354	0.00480396316336209
"284"	"Siderastrea siderea"	"1"	"Pseudomonadaceae"	4	0.00457311864381824	0.00262183998494233	0.00131091999247116	0.0041719324865624
"285"	"Siderastrea siderea"	"1"	"Halomonadaceae"	4	0.0136884034777502	0.00973850736310973	0.00486925368155487	0.0154961383883534
"286"	"Siderastrea siderea"	"1"	"Acholeplasmataceae"	4	7.19848052841238e-05	8.337410418841e-05	4.1687052094205e-05	0.000132666804915372
"287"	"Siderastrea siderea"	"1"	"Shewanellaceae"	4	0.0288106806045636	0.010467675464438	0.00523383773221902	0.0166564075533549
"288"	"Siderastrea siderea"	"1"	"Nitrincolaceae"	4	0.0785179541428644	0.0217274747820183	0.0108637373910092	0.0345732609215896
"289"	"Siderastrea siderea"	"1"	"Rhodospirillales"	4	0.00188489579929493	0.00110467031905769	0.000552335159528845	0.00175777698772086
"290"	"Siderastrea siderea"	"1"	"Arcobacteraceae"	4	0.0884845972033995	0.0764423287640162	0.0382211643820081	0.121636803371163
"291"	"Siderastrea siderea"	"1"	"Marinifilaceae"	4	0.00398550607504029	0.0036176596716175	0.00180882983580875	0.00575650382785649
"292"	"Siderastrea siderea"	"1"	"Clostridiaceae_1"	4	0.000422051141658459	0.000666559602374739	0.00033327980118737	0.00106064507191443
"293"	"Siderastrea siderea"	"1"	"Izimaplasmatales"	4	0.000110693251682773	5.05564254632638e-05	2.52782127316319e-05	8.04465547119575e-05
"294"	"Siderastrea siderea"	"1"	"Marinilabiliaceae"	4	0.000662556946036415	0.000571080751631156	0.000285540375815578	0.000908716914023608
"295"	"Siderastrea siderea"	"1"	"Prolixibacteraceae"	4	0.00171053837720514	0.000642981803447464	0.000321490901723732	0.00102312753237302
"296"	"Siderastrea siderea"	"1"	"Mollicutes_RF39"	4	2.92911821776794e-05	3.65546564390774e-05	1.82773282195387e-05	5.81666156627286e-05
"297"	"Siderastrea siderea"	"1"	"Bacteroidales"	4	0.00128209064187631	0.00113939700579518	0.00056969850289759	0.0018130348956721
"298"	"Siderastrea siderea"	"1"	"Desulfovibrionaceae"	4	0.00473565777608059	0.00349372365850965	0.00174686182925482	0.00555929397435316
"299"	"Siderastrea siderea"	"1"	"MSBL8"	4	0	0	0	0
"300"	"Siderastrea siderea"	"1"	"Francisellaceae"	4	0.000841091963489565	0.000945225525278937	0.000472612762639468	0.0015040647402919
"301"	"Siderastrea siderea"	"1"	"Family_XIII"	4	0	0	0	0
"302"	"Siderastrea siderea"	"1"	"Spirochaetaceae"	4	0.00106091154275857	0.000715508148160742	0.000357754074080371	0.00113853313125727
"303"	"Siderastrea siderea"	"1"	"Clostridiaceae"	4	0.000200597420138296	0.000278605380582084	0.000139302690291042	0.000443323332032808
"304"	"Siderastrea siderea"	"1"	"Clostridiales"	4	0.000759979160572292	0.000596554854291779	0.00029827742714589	0.000949251895969967
"305"	"Siderastrea siderea"	"1"	"Desulfobacteraceae"	4	0.00621750961937229	0.00306417722554262	0.00153208861277131	0.00487578974508129
"306"	"Siderastrea siderea"	"1"	"Clostridiaceae_4"	4	6.02082321906515e-05	7.0540566685761e-05	3.52702833428805e-05	0.00011224578291086
"307"	"Siderastrea siderea"	"1"	"Lachnospiraceae"	4	0.000539477878440566	0.000486232106447042	0.000243116053223521	0.000773703785336351
"308"	"Siderastrea siderea"	"1"	"Firmicutes"	4	7.55274460389639e-05	5.3056154909356e-05	2.6528077454678e-05	8.442418208192e-05
"309"	"Siderastrea siderea"	"1"	"Midichloriaceae"	4	0.00482969034479806	0.00164647886077827	0.000823239430389135	0.00261991528360577
"310"	"Siderastrea siderea"	"1"	"Peptostreptococcaceae"	4	0.000462031914348146	0.000366887180522169	0.000183443590261085	0.000583799376054367
"311"	"Siderastrea siderea"	"1"	"Bacteroidetes_BD2-2"	4	0.000878778473436762	0.000535636345737186	0.000267818172868593	0.000852316954733488
"312"	"Siderastrea siderea"	"1"	"Fusobacteriaceae"	4	0.00360154659887166	0.00303123221699214	0.00151561610849607	0.00482336688471178
"313"	"Siderastrea siderea"	"1"	"Izimaplasmataceae"	4	2.95403521209973e-05	5.90807042419946e-05	2.95403521209973e-05	9.40105844642475e-05
"314"	"Siderastrea siderea"	"1"	"Desulfobulbaceae"	4	0.00291206359203695	0.00170020317644093	0.000850101588220467	0.00270540265854804
"315"	"Siderastrea siderea"	"1"	"OPB56"	4	4.86692563751622e-05	5.6460911666302e-05	2.8230455833151e-05	8.98419098626862e-05
"316"	"Siderastrea siderea"	"1"	"Defluviitaleaceae"	4	0.000154908717204691	0.000309817434409382	0.000154908717204691	0.000492988674724308
"317"	"Siderastrea siderea"	"1"	"Melioribacteraceae"	4	9.39664774543499e-05	6.82966069350099e-05	3.41483034675049e-05	0.000108675142201868
"318"	"Siderastrea siderea"	"1"	"P.palmC41"	4	0.000155694285970555	0.000224816132054335	0.000112408066027167	0.000357732634412246
"319"	"Siderastrea siderea"	"1"	"Vibrionaceae"	4	0.197557581712148	0.0487774232082856	0.0243887116041428	0.0776157651352342
"320"	"Siderastrea siderea"	"1"	"Colwelliaceae"	4	0.0406589871657954	0.0204886165284843	0.0102443082642421	0.0326019609857247
"321"	"Siderastrea siderea"	"2"	"Family_XII"	4	0.00471766622029922	0.0027880706487537	0.00139403532437685	0.00443644256749809
"322"	"Siderastrea siderea"	"2"	"JTB215"	4	0	0	0	0
"323"	"Siderastrea siderea"	"2"	"Marinobacteraceae"	4	0.000312046114742193	0.000624092229484386	0.000312046114742193	0.000993070004939429
"324"	"Siderastrea siderea"	"2"	"Pseudomonadaceae"	4	0.000290417259381068	0.000267100861453433	0.000133550430726716	0.000425017074835287
"325"	"Siderastrea siderea"	"2"	"Halomonadaceae"	4	0.00103642267237139	0.000540567564838149	0.000270283782419074	0.000860163624737689
"326"	"Siderastrea siderea"	"2"	"Acholeplasmataceae"	4	0.000902582651401068	0.000917898073203862	0.000458949036601931	0.00146058066584733
"327"	"Siderastrea siderea"	"2"	"Shewanellaceae"	4	0.00213797242394884	0.00218612625672017	0.00109306312836009	0.00347861471429141
"328"	"Siderastrea siderea"	"2"	"Nitrincolaceae"	4	0.00637299226678546	0.00405295214876742	0.00202647607438371	0.00644915129566827
"329"	"Siderastrea siderea"	"2"	"Rhodospirillales"	4	0.000257431133315314	0.000310272910626515	0.000155136455313257	0.000493713439026487
"330"	"Siderastrea siderea"	"2"	"Arcobacteraceae"	4	0.0127694459674501	0.00663725211012122	0.00331862605506061	0.0105613492275459
"331"	"Siderastrea siderea"	"2"	"Marinifilaceae"	4	0.00620322406163814	0.00653119352636045	0.00326559676318023	0.0103925863535293
"332"	"Siderastrea siderea"	"2"	"Clostridiaceae_1"	4	5.12134351225591e-05	6.84776123044824e-05	3.42388061522412e-05	0.000108963162136525
"333"	"Siderastrea siderea"	"2"	"Izimaplasmatales"	4	0.000350465284235036	0.000477327881190113	0.000238663940595057	0.000759535175951189
"334"	"Siderastrea siderea"	"2"	"Marinilabiliaceae"	4	0.00137886776968674	0.00164205981111379	0.000821029905556895	0.00261288358946697
"335"	"Siderastrea siderea"	"2"	"Prolixibacteraceae"	4	0.00498674168797773	0.00444755096529418	0.00222377548264709	0.00707704606853072
"336"	"Siderastrea siderea"	"2"	"Mollicutes_RF39"	4	3.38289906932688e-05	6.76579813865376e-05	3.38289906932688e-05	0.00010765894644327
"337"	"Siderastrea siderea"	"2"	"Bacteroidales"	4	0.00130477907922409	0.00151184607998266	0.00075592303999133	0.00240568448569924
"338"	"Siderastrea siderea"	"2"	"Desulfovibrionaceae"	4	0.0109522625885162	0.00865837755497314	0.00432918877748657	0.0137774108297878
"339"	"Siderastrea siderea"	"2"	"MSBL8"	4	3.22643092211396e-05	6.45286184422791e-05	3.22643092211396e-05	0.000102679431673347
"340"	"Siderastrea siderea"	"2"	"Francisellaceae"	4	0.00361298840678009	0.00254139450196109	0.00127069725098054	0.00404392577151719
"341"	"Siderastrea siderea"	"2"	"Family_XIII"	4	4.51053209243584e-05	9.02106418487168e-05	4.51053209243584e-05	0.00014354526192436
"342"	"Siderastrea siderea"	"2"	"Spirochaetaceae"	4	0.00179768983018787	0.000864307952257606	0.000432153976128803	0.00137530682464477
"343"	"Siderastrea siderea"	"2"	"Clostridiaceae"	4	0.00037963668423265	0.000560868579240872	0.000280434289620436	0.000892467068877418
"344"	"Siderastrea siderea"	"2"	"Clostridiales"	4	0.000359591093493697	0.000463070722523563	0.000231535361261781	0.000736848854990084
"345"	"Siderastrea siderea"	"2"	"Desulfobacteraceae"	4	0.0199709756878323	0.0214952529746639	0.0107476264873319	0.0342037442051788
"346"	"Siderastrea siderea"	"2"	"Clostridiaceae_4"	4	0.000224036622927389	0.000305245041934564	0.000152622520967282	0.000485712977955412
"347"	"Siderastrea siderea"	"2"	"Lachnospiraceae"	4	0.00101042769033159	0.000865700715073039	0.000432850357536519	0.00137752302108283
"348"	"Siderastrea siderea"	"2"	"Firmicutes"	4	2.15095394807597e-05	4.30190789615194e-05	2.15095394807597e-05	6.84529544488978e-05
"349"	"Siderastrea siderea"	"2"	"Midichloriaceae"	4	0.0539264660901942	0.0454600470446811	0.0227300235223405	0.0723370793776845
"350"	"Siderastrea siderea"	"2"	"Peptostreptococcaceae"	4	0.000770333729131013	0.000857787874527881	0.000428893937263941	0.00136493192600421
"351"	"Siderastrea siderea"	"2"	"Bacteroidetes_BD2-2"	4	0.00273176396736237	0.00277601499825169	0.00138800749912584	0.00441725933729912
"352"	"Siderastrea siderea"	"2"	"Fusobacteriaceae"	4	0.00240424795239437	0.00247762847195468	0.00123881423597734	0.00394245978821895
"353"	"Siderastrea siderea"	"2"	"Izimaplasmataceae"	4	0.00012842782308512	0.00014829923832506	7.41496191625301e-05	0.000235977181541988
"354"	"Siderastrea siderea"	"2"	"Desulfobulbaceae"	4	0.00761057340466577	0.00523107107901024	0.00261553553950512	0.00832380141403629
"355"	"Siderastrea siderea"	"2"	"OPB56"	4	0.000249051710712853	0.000258965789573481	0.00012948289478674	0.000412072360111501
"356"	"Siderastrea siderea"	"2"	"Defluviitaleaceae"	4	9.20955802718175e-05	7.71185459180289e-05	3.85592729590144e-05	0.000122712815762842
"357"	"Siderastrea siderea"	"2"	"Melioribacteraceae"	4	0.000163407788068537	0.000223361439915677	0.000111680719957838	0.000355417894601247
"358"	"Siderastrea siderea"	"2"	"P.palmC41"	4	0.000127852335940046	0.000170775518705948	8.53877593529741e-05	0.000271741959269327
"359"	"Siderastrea siderea"	"2"	"Vibrionaceae"	4	0.0447477206181727	0.0311240484119675	0.0155620242059837	0.0495253064370686
"360"	"Siderastrea siderea"	"2"	"Colwelliaceae"	4	0.00775245318913092	0.00257005276169219	0.00128502638084609	0.00408952745791574
"361"	"Siderastrea siderea"	"3"	"Family_XII"	4	0.191778718570928	0.0539790837450669	0.0269895418725335	0.085892767813544
"362"	"Siderastrea siderea"	"3"	"JTB215"	4	2.17275843754527e-05	4.34551687509053e-05	2.17275843754527e-05	6.91468706183993e-05
"363"	"Siderastrea siderea"	"3"	"Marinobacteraceae"	4	0	0	0	0
"364"	"Siderastrea siderea"	"3"	"Pseudomonadaceae"	4	0	0	0	0
"365"	"Siderastrea siderea"	"3"	"Halomonadaceae"	4	0.00231058347139857	0.00151415832383366	0.000757079161916832	0.00240936378164951
"366"	"Siderastrea siderea"	"3"	"Acholeplasmataceae"	4	0	0	0	0
"367"	"Siderastrea siderea"	"3"	"Shewanellaceae"	4	0.0117619180532743	0.00426626947105021	0.00213313473552511	0.00678858675774422
"368"	"Siderastrea siderea"	"3"	"Nitrincolaceae"	4	0.0417521297565289	0.010288882980306	0.00514444149015299	0.0163719088130856
"369"	"Siderastrea siderea"	"3"	"Rhodospirillales"	4	0.00337129546492911	0.00129528940487242	0.00064764470243621	0.00206109449040468
"370"	"Siderastrea siderea"	"3"	"Arcobacteraceae"	4	0.167059056431308	0.0534998266037118	0.0267499133018559	0.0851301627541508
"371"	"Siderastrea siderea"	"3"	"Marinifilaceae"	4	0.0289878831217848	0.0116408018812873	0.00582040094064365	0.0185231134688212
"372"	"Siderastrea siderea"	"3"	"Clostridiaceae_1"	4	0.00213413015563953	0.00141295123126351	0.000706475615631753	0.00224832071274031
"373"	"Siderastrea siderea"	"3"	"Izimaplasmatales"	4	0.00231500187944979	0.00105499311503059	0.000527496557515297	0.00167872947051443
"374"	"Siderastrea siderea"	"3"	"Marinilabiliaceae"	4	0.0242036081435748	0.0112626765336415	0.00563133826682073	0.0179214316610464
"375"	"Siderastrea siderea"	"3"	"Prolixibacteraceae"	4	0.0312008437782243	0.0150453286487121	0.00752266432435606	0.0239404752849365
"376"	"Siderastrea siderea"	"3"	"Mollicutes_RF39"	4	0.00200084813224627	0.00148107699644105	0.000740538498220525	0.00235672400758225
"377"	"Siderastrea siderea"	"3"	"Bacteroidales"	4	0.0137108066580393	0.00492678848250795	0.00246339424125398	0.00783961990153588
"378"	"Siderastrea siderea"	"3"	"Desulfovibrionaceae"	4	0.173932741698752	0.060467134752067	0.0302335673760335	0.0962167047914038
"379"	"Siderastrea siderea"	"3"	"MSBL8"	4	0.000290518521034994	7.45273368118534e-05	3.72636684059267e-05	0.000118589623839759
"380"	"Siderastrea siderea"	"3"	"Francisellaceae"	4	8.56260331161181e-05	7.26193211632821e-05	3.63096605816411e-05	0.000115553545164149
"381"	"Siderastrea siderea"	"3"	"Family_XIII"	4	0.000937123772679576	0.000452641593429572	0.000226320796714786	0.000720253783313836
"382"	"Siderastrea siderea"	"3"	"Spirochaetaceae"	4	0.00214022413654674	0.000408465058484235	0.000204232529242117	0.000649959058105323
"383"	"Siderastrea siderea"	"3"	"Clostridiaceae"	4	0.00489729562588669	0.00178240372493668	0.000891201862468338	0.00283620207447432
"384"	"Siderastrea siderea"	"3"	"Clostridiales"	4	0.00465394286846362	0.00116037596706316	0.000580187983531582	0.00184641710456009
"385"	"Siderastrea siderea"	"3"	"Desulfobacteraceae"	4	0.0241708571850761	0.00648579991512536	0.00324289995756268	0.01032035498835
"386"	"Siderastrea siderea"	"3"	"Clostridiaceae_4"	4	0.00321670768673716	0.00222593460097714	0.00111296730048857	0.00354195867334144
"387"	"Siderastrea siderea"	"3"	"Lachnospiraceae"	4	0.00852790080168903	0.00385674328725144	0.00192837164362572	0.00613693921247055
"388"	"Siderastrea siderea"	"3"	"Firmicutes"	4	0.00111146658225697	0.000382559945200276	0.000191279972600138	0.000608738242076078
"389"	"Siderastrea siderea"	"3"	"Midichloriaceae"	4	0.00126140273406165	0.000783718834253908	0.000391859417126954	0.0012470715542263
"390"	"Siderastrea siderea"	"3"	"Peptostreptococcaceae"	4	0.0130457554508057	0.00479724201733457	0.00239862100866729	0.00763348256680909
"391"	"Siderastrea siderea"	"3"	"Bacteroidetes_BD2-2"	4	0.00291020093890097	0.000606084202459915	0.000303042101229958	0.00096441521540469
"392"	"Siderastrea siderea"	"3"	"Fusobacteriaceae"	4	0.00663171772590491	0.00408975037067197	0.00204487518533599	0.00650770547833885
"393"	"Siderastrea siderea"	"3"	"Izimaplasmataceae"	4	0.000953958184548881	0.00020615761533628	0.00010307880766814	0.000328042770616522
"394"	"Siderastrea siderea"	"3"	"Desulfobulbaceae"	4	0.00774667460741174	0.00353961766099288	0.00176980883049644	0.00563232157367188
"395"	"Siderastrea siderea"	"3"	"OPB56"	4	0.00161062443943124	0.000864091893058131	0.000432045946529065	0.00137496302624423
"396"	"Siderastrea siderea"	"3"	"Defluviitaleaceae"	4	0.000802295042910405	0.0005665168872644	0.0002832584436322	0.000901454787377708
"397"	"Siderastrea siderea"	"3"	"Melioribacteraceae"	4	0.000667774394373146	0.000289166112124744	0.000144583056062372	0.000460127812572323
"398"	"Siderastrea siderea"	"3"	"P.palmC41"	4	0.000554711685825712	0.000387106644435306	0.000193553322217653	0.000615973055166957
"399"	"Siderastrea siderea"	"3"	"Vibrionaceae"	4	0.0514388915885523	0.0206823020348975	0.0103411510174488	0.0329101578478607
"400"	"Siderastrea siderea"	"3"	"Colwelliaceae"	4	0.0126130626238725	0.00395308066873795	0.00197654033436897	0.00629023348435677
"401"	"Siderastrea siderea"	"4"	"Family_XII"	4	0.00113562244367021	0.00042849237108064	0.00021424618554032	0.000681826981593919
"402"	"Siderastrea siderea"	"4"	"JTB215"	4	0	0	0	0
"403"	"Siderastrea siderea"	"4"	"Marinobacteraceae"	4	0.000354630490077543	0.000322068648900374	0.000161034324450187	0.000512483090870356
"404"	"Siderastrea siderea"	"4"	"Pseudomonadaceae"	4	0.00382298437015953	0.00197971607872088	0.000989858039360441	0.00315017006011801
"405"	"Siderastrea siderea"	"4"	"Halomonadaceae"	4	0.000763449561933452	0.000364752574372015	0.000182376287186008	0.00058040274132647
"406"	"Siderastrea siderea"	"4"	"Acholeplasmataceae"	4	0.000326066354134601	0.000127261053583601	6.36305267918006e-05	0.000202500734891822
"407"	"Siderastrea siderea"	"4"	"Shewanellaceae"	4	0.00187361541406053	0.00219941343415327	0.00109970671707663	0.00349975757865621
"408"	"Siderastrea siderea"	"4"	"Nitrincolaceae"	4	0.00655687906902175	0.00120892277537213	0.000604461387686063	0.00192366590992817
"409"	"Siderastrea siderea"	"4"	"Rhodospirillales"	4	0.000309483852726089	0.000156990329446557	7.84951647232783e-05	0.000249806646956233
"410"	"Siderastrea siderea"	"4"	"Arcobacteraceae"	4	0.0125759475764706	0.00608869706891388	0.00304434853445694	0.00968847574547835
"411"	"Siderastrea siderea"	"4"	"Marinifilaceae"	4	0.000268087161560955	0.000161479018288186	8.07395091440928e-05	0.000256949152566038
"412"	"Siderastrea siderea"	"4"	"Clostridiaceae_1"	4	0.00030628957917199	0.000246697948249224	0.000123348974124612	0.000392551486963406
"413"	"Siderastrea siderea"	"4"	"Izimaplasmatales"	4	0	0	0	0
"414"	"Siderastrea siderea"	"4"	"Marinilabiliaceae"	4	0.000130922631716888	0.00015202138299718	7.60106914985901e-05	0.000241899944321748
"415"	"Siderastrea siderea"	"4"	"Prolixibacteraceae"	4	0.000504623910127102	0.000273974470473585	0.000136987235236792	0.00043595452065036
"416"	"Siderastrea siderea"	"4"	"Mollicutes_RF39"	4	2.47289704835008e-05	4.94579409670017e-05	2.47289704835008e-05	7.86986207486871e-05
